threshold,rows,choice_accuracy,baseline_acc,gated_acc,gated_delta,accepts,recoveries,regressions
0.0,15,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,0,0
0.5,15,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,0,0
0.7,15,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,0,0
0.9,15,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,0,0
