threshold,rows,choice_accuracy,baseline_acc,gated_acc,gated_delta,accepts,recoveries,regressions
0.0,77,0.4805194805194805,0.4805194805194805,0.6363636363636364,0.15584415584415584,38,15,3
0.5,77,0.4805194805194805,0.4805194805194805,0.6363636363636364,0.15584415584415584,38,15,3
0.7,77,0.4805194805194805,0.4805194805194805,0.6363636363636364,0.15584415584415584,38,15,3
0.9,77,0.4805194805194805,0.4805194805194805,0.6363636363636364,0.15584415584415584,38,15,3
