threshold,rows,choice_accuracy,baseline_acc,gated_acc,gated_delta,accepts,recoveries,regressions
0.0,519,0.4662813102119461,0.12716763005780346,0.37957610789980734,0.2524084778420039,194,133,2
0.5,519,0.4662813102119461,0.12716763005780346,0.37957610789980734,0.2524084778420039,194,133,2
0.7,519,0.4662813102119461,0.12716763005780346,0.37957610789980734,0.2524084778420039,194,133,2
0.9,519,0.4662813102119461,0.12716763005780346,0.37957610789980734,0.2524084778420039,194,133,2
