threshold,rows,choice_accuracy,baseline_acc,gated_acc,gated_delta,accepts,recoveries,regressions
0.0,377,0.506631299734748,0.14058355437665782,0.4350132625994695,0.29442970822281167,160,111,0
0.5,377,0.506631299734748,0.14058355437665782,0.4350132625994695,0.29442970822281167,160,111,0
0.7,377,0.506631299734748,0.14058355437665782,0.4350132625994695,0.29442970822281167,160,111,0
0.9,377,0.506631299734748,0.14058355437665782,0.4350132625994695,0.29442970822281167,160,111,0
