threshold,rows,choice_accuracy,baseline_acc,gated_acc,gated_delta,accepts,recoveries,regressions
0.0,24,0.0,0.4166666666666667,0.4166666666666667,0.0,0,0,0
0.5,24,0.0,0.4166666666666667,0.4166666666666667,0.0,0,0,0
0.7,24,0.0,0.4166666666666667,0.4166666666666667,0.0,0,0,0
0.9,24,0.0,0.4166666666666667,0.4166666666666667,0.0,0,0,0
