threshold,rows,choice_accuracy,baseline_acc,gated_acc,gated_delta,accepts,recoveries,regressions
0.0,377,0.5729442970822282,0.14058355437665782,0.4960212201591512,0.35543766578249336,231,137,3
0.5,377,0.5729442970822282,0.14058355437665782,0.4960212201591512,0.35543766578249336,231,137,3
0.7,377,0.5729442970822282,0.14058355437665782,0.4960212201591512,0.35543766578249336,231,137,3
0.9,377,0.5729442970822282,0.14058355437665782,0.4960212201591512,0.35543766578249336,231,137,3
