dropped_seed,dropped_pid,dropped_trials,dropped_contribution,loo_delta,loo_recoveries,loo_regressions
60601,121,8,0,0.09954751131221719,180,4
60601,122,8,0,0.09954751131221719,180,4
60601,123,8,0,0.09954751131221719,180,4
60601,124,8,0,0.09954751131221719,180,4
60601,126,8,0,0.09954751131221719,180,4
60601,127,8,0,0.09954751131221719,180,4
60602,0,8,0,0.09954751131221719,180,4
60602,2,8,0,0.09954751131221719,180,4
60602,5,8,0,0.09954751131221719,180,4
60602,7,8,1,0.09898190045248868,179,4
60602,11,8,0,0.09954751131221719,180,4
60602,12,8,0,0.09954751131221719,180,4
60602,13,8,0,0.09954751131221719,180,4
60602,16,8,0,0.09954751131221719,180,4
60602,17,8,0,0.09954751131221719,180,4
60602,18,8,0,0.09954751131221719,180,4
60602,22,8,0,0.09954751131221719,180,4
60602,24,8,0,0.09954751131221719,180,4
60602,26,8,0,0.09954751131221719,180,4
60602,27,8,0,0.09954751131221719,180,4
60602,30,8,0,0.09954751131221719,180,4
60602,32,8,0,0.09954751131221719,180,4
60602,33,8,0,0.09954751131221719,180,4
60602,35,8,8,0.09502262443438914,172,4
60602,36,8,0,0.09954751131221719,180,4
60602,38,8,0,0.09954751131221719,180,4
60602,39,8,4,0.09728506787330317,176,4
60602,42,8,0,0.09954751131221719,180,4
60602,43,8,2,0.09841628959276018,178,4
60602,44,8,0,0.09954751131221719,180,4
60602,45,8,0,0.09954751131221719,180,4
60602,46,8,0,0.09954751131221719,180,4
60602,47,8,3,0.09785067873303167,177,4
60602,49,8,0,0.09954751131221719,180,4
60602,50,8,0,0.09954751131221719,180,4
60602,52,8,0,0.09954751131221719,180,4
60602,54,8,0,0.09954751131221719,180,4
60602,56,8,0,0.09954751131221719,180,4
60602,61,8,0,0.09954751131221719,180,4
60602,62,8,0,0.09954751131221719,180,4
60602,63,8,1,0.09898190045248868,178,3
60602,65,8,0,0.09954751131221719,180,4
60602,66,8,0,0.09954751131221719,180,4
60602,67,8,0,0.09954751131221719,180,4
60602,69,8,0,0.09954751131221719,180,4
60602,72,8,0,0.09954751131221719,180,4
60602,74,8,0,0.09954751131221719,180,4
60602,75,8,0,0.09954751131221719,180,4
60602,77,8,0,0.09954751131221719,180,4
60602,79,8,1,0.09898190045248868,179,4
60602,82,8,0,0.09954751131221719,180,4
60602,83,8,1,0.09898190045248868,179,4
60602,84,8,0,0.09954751131221719,180,4
60602,85,8,0,0.09954751131221719,180,4
60602,87,8,0,0.09954751131221719,180,4
60602,91,8,7,0.09558823529411764,173,4
60602,92,8,0,0.09954751131221719,180,4
60602,93,8,0,0.09954751131221719,180,4
60602,94,8,0,0.09954751131221719,180,4
60602,95,8,0,0.09954751131221719,180,4
60602,98,8,2,0.09841628959276018,178,4
60602,99,8,0,0.09954751131221719,180,4
60602,100,8,7,0.09558823529411764,173,4
60602,102,8,0,0.09954751131221719,180,4
60602,103,8,0,0.09954751131221719,180,4
60602,105,8,0,0.09954751131221719,180,4
60602,109,8,0,0.09954751131221719,180,4
60602,110,8,0,0.09954751131221719,180,4
60602,111,8,1,0.09898190045248868,179,4
60602,114,8,0,0.09954751131221719,180,4
60602,117,8,0,0.09954751131221719,180,4
60602,119,8,0,0.09954751131221719,180,4
60602,120,8,0,0.09954751131221719,180,4
60602,121,8,0,0.09954751131221719,180,4
60602,122,8,0,0.09954751131221719,180,4
60602,123,8,0,0.09954751131221719,180,4
60602,124,8,0,0.09954751131221719,180,4
60602,125,8,0,0.09954751131221719,180,4
60602,126,8,0,0.09954751131221719,180,4
60602,127,8,0,0.09954751131221719,180,4
60603,1,8,0,0.09954751131221719,180,4
60603,2,8,0,0.09954751131221719,180,4
60603,3,8,8,0.09502262443438914,172,4
60603,7,8,3,0.09785067873303167,177,4
60603,8,8,0,0.09954751131221719,180,4
60603,9,8,1,0.09898190045248868,179,4
60603,10,8,0,0.09954751131221719,180,4
60603,14,8,0,0.09954751131221719,180,4
60603,15,8,0,0.09954751131221719,180,4
60603,16,8,0,0.09954751131221719,180,4
60603,18,8,0,0.09954751131221719,180,4
60603,19,8,2,0.09841628959276018,178,4
60603,25,8,0,0.09954751131221719,180,4
60603,28,8,0,0.09954751131221719,180,4
60603,29,8,0,0.09954751131221719,180,4
60603,30,8,0,0.09954751131221719,180,4
60603,32,8,0,0.09954751131221719,180,4
60603,35,8,6,0.09615384615384616,174,4
60603,39,8,5,0.09671945701357466,175,4
60603,41,8,0,0.09954751131221719,180,4
60603,42,8,0,0.09954751131221719,180,4
60603,43,8,1,0.09898190045248868,179,4
60603,47,8,6,0.09615384615384616,174,4
60603,49,8,0,0.09954751131221719,180,4
60603,50,8,0,0.09954751131221719,180,4
60603,51,8,0,0.09954751131221719,180,4
60603,53,8,0,0.09954751131221719,180,4
60603,54,8,0,0.09954751131221719,180,4
60603,56,8,0,0.09954751131221719,180,4
60603,57,8,0,0.09954751131221719,180,4
60603,59,8,0,0.09954751131221719,180,4
60603,60,8,0,0.09954751131221719,180,4
60603,61,8,0,0.09954751131221719,180,4
60603,62,8,0,0.09954751131221719,180,4
60603,63,8,0,0.09954751131221719,180,4
60603,65,8,0,0.09954751131221719,180,4
60603,67,8,0,0.09954751131221719,180,4
60603,69,8,0,0.09954751131221719,180,4
60603,70,8,0,0.09954751131221719,180,4
60603,71,8,0,0.09954751131221719,180,4
60603,77,8,0,0.09954751131221719,180,4
60603,78,8,0,0.09954751131221719,180,4
60603,79,8,0,0.09954751131221719,180,4
60603,81,8,0,0.09954751131221719,180,4
60603,82,8,-1,0.1001131221719457,180,3
60603,83,8,3,0.09785067873303167,177,4
60603,85,8,0,0.09954751131221719,180,4
60603,86,8,0,0.09954751131221719,180,4
60603,87,8,0,0.09954751131221719,180,4
60603,88,8,-1,0.1001131221719457,180,3
60603,90,8,0,0.09954751131221719,180,4
60603,91,8,8,0.09502262443438914,172,4
60603,94,8,3,0.09785067873303167,177,4
60603,95,8,1,0.09898190045248868,179,4
60603,96,8,8,0.09502262443438914,172,4
60603,99,8,0,0.09954751131221719,180,4
60603,101,8,2,0.09841628959276018,178,4
60603,102,8,7,0.09558823529411764,173,4
60603,103,8,0,0.09954751131221719,180,4
60603,104,8,3,0.09785067873303167,177,4
60603,107,8,0,0.09954751131221719,180,4
60603,109,8,0,0.09954751131221719,180,4
60603,110,8,1,0.09898190045248868,179,4
60603,111,8,8,0.09502262443438914,172,4
60603,112,8,0,0.09954751131221719,180,4
60603,113,8,1,0.09898190045248868,179,4
60603,115,8,0,0.09954751131221719,180,4
60603,118,8,0,0.09954751131221719,180,4
60603,119,8,0,0.09954751131221719,180,4
60603,120,8,0,0.09954751131221719,180,4
60603,121,8,0,0.09954751131221719,180,4
60603,122,8,0,0.09954751131221719,180,4
60603,124,8,0,0.09954751131221719,180,4
60603,126,8,0,0.09954751131221719,180,4
