dropped_seed,dropped_pid,dropped_trials,dropped_contribution,loo_delta,loo_recoveries,loo_regressions
60601,0,8,0,0.09954751131221719,180,4
60601,1,8,0,0.09954751131221719,180,4
60601,2,8,0,0.09954751131221719,180,4
60601,3,8,8,0.09502262443438914,172,4
60601,4,8,2,0.09841628959276018,178,4
60601,5,8,0,0.09954751131221719,180,4
60601,7,8,1,0.09898190045248868,179,4
60601,8,8,0,0.09954751131221719,180,4
60601,9,8,0,0.09954751131221719,180,4
60601,10,8,1,0.09898190045248868,179,4
60601,12,8,0,0.09954751131221719,180,4
60601,15,8,0,0.09954751131221719,180,4
60601,17,8,0,0.09954751131221719,180,4
60601,18,8,0,0.09954751131221719,180,4
60601,19,8,2,0.09841628959276018,178,4
60601,20,8,0,0.09954751131221719,180,4
60601,21,8,0,0.09954751131221719,180,4
60601,22,8,0,0.09954751131221719,180,4
60601,23,8,0,0.09954751131221719,180,4
60601,25,8,0,0.09954751131221719,180,4
60601,27,8,4,0.09728506787330317,176,4
60601,29,8,0,0.09954751131221719,180,4
60601,30,8,0,0.09954751131221719,180,4
60601,31,8,0,0.09954751131221719,180,4
60601,33,8,0,0.09954751131221719,180,4
60601,36,8,0,0.09954751131221719,180,4
60601,37,8,0,0.09954751131221719,180,4
60601,38,8,1,0.09898190045248868,179,4
60601,43,8,2,0.09841628959276018,178,4
60601,47,8,3,0.09785067873303167,177,4
60601,48,8,0,0.09954751131221719,180,4
60601,49,8,0,0.09954751131221719,180,4
60601,53,8,0,0.09954751131221719,180,4
60601,54,8,0,0.09954751131221719,180,4
60601,55,8,0,0.09954751131221719,180,4
60601,56,8,0,0.09954751131221719,180,4
60601,57,8,0,0.09954751131221719,180,4
60601,58,8,8,0.09502262443438914,172,4
60601,59,8,0,0.09954751131221719,180,4
60601,60,8,0,0.09954751131221719,180,4
60601,61,8,0,0.09954751131221719,180,4
60601,64,8,0,0.09954751131221719,180,4
60601,65,8,0,0.09954751131221719,180,4
60601,66,8,0,0.09954751131221719,180,4
60601,70,8,0,0.09954751131221719,180,4
60601,72,8,0,0.09954751131221719,180,4
60601,75,8,0,0.09954751131221719,180,4
60601,77,8,0,0.09954751131221719,180,4
60601,78,8,0,0.09954751131221719,180,4
60601,81,8,0,0.09954751131221719,180,4
60601,87,8,0,0.09954751131221719,180,4
60601,88,8,-1,0.1001131221719457,180,3
60601,89,8,0,0.09954751131221719,180,4
60601,93,8,0,0.09954751131221719,180,4
60601,96,8,7,0.09558823529411764,173,4
60601,98,8,5,0.09671945701357466,175,4
60601,100,8,6,0.09615384615384616,174,4
60601,101,8,0,0.09954751131221719,180,4
60601,102,8,6,0.09615384615384616,174,4
60601,103,8,0,0.09954751131221719,180,4
60601,106,8,0,0.09954751131221719,180,4
60601,109,8,0,0.09954751131221719,180,4
60601,111,8,8,0.09502262443438914,172,4
60601,112,8,0,0.09954751131221719,180,4
60601,115,8,0,0.09954751131221719,180,4
60601,117,8,0,0.09954751131221719,180,4
60601,118,8,0,0.09954751131221719,180,4
60601,120,8,0,0.09954751131221719,180,4
