dropped_seed,dropped_pid,dropped_trials,dropped_contribution,loo_delta,loo_recoveries,loo_regressions
60601,0,8,0,0.0673076923076923,120,1
60601,1,8,0,0.0673076923076923,120,1
60601,2,8,0,0.0673076923076923,120,1
60601,3,8,8,0.06278280542986425,112,1
60601,4,8,0,0.0673076923076923,120,1
60601,5,8,0,0.0673076923076923,120,1
60601,7,8,0,0.0673076923076923,120,1
60601,8,8,0,0.0673076923076923,120,1
60601,9,8,0,0.0673076923076923,120,1
60601,10,8,1,0.0667420814479638,119,1
60601,12,8,0,0.0673076923076923,120,1
60601,15,8,0,0.0673076923076923,120,1
60601,17,8,0,0.0673076923076923,120,1
60601,18,8,0,0.0673076923076923,120,1
60601,19,8,0,0.0673076923076923,120,1
60601,20,8,0,0.0673076923076923,120,1
60601,21,8,0,0.0673076923076923,120,1
60601,22,8,0,0.0673076923076923,120,1
60601,23,8,0,0.0673076923076923,120,1
60601,25,8,0,0.0673076923076923,120,1
60601,27,8,0,0.0673076923076923,120,1
60601,29,8,0,0.0673076923076923,120,1
60601,30,8,0,0.0673076923076923,120,1
60601,31,8,0,0.0673076923076923,120,1
60601,33,8,0,0.0673076923076923,120,1
60601,36,8,0,0.0673076923076923,120,1
60601,37,8,0,0.0673076923076923,120,1
60601,38,8,0,0.0673076923076923,120,1
60601,43,8,2,0.0661764705882353,118,1
60601,47,8,0,0.0673076923076923,120,1
60601,48,8,0,0.0673076923076923,120,1
60601,49,8,0,0.0673076923076923,120,1
60601,53,8,0,0.0673076923076923,120,1
60601,54,8,0,0.0673076923076923,120,1
60601,55,8,0,0.0673076923076923,120,1
60601,56,8,0,0.0673076923076923,120,1
60601,57,8,0,0.0673076923076923,120,1
60601,58,8,8,0.06278280542986425,112,1
60601,59,8,0,0.0673076923076923,120,1
60601,60,8,0,0.0673076923076923,120,1
60601,61,8,0,0.0673076923076923,120,1
60601,64,8,0,0.0673076923076923,120,1
60601,65,8,0,0.0673076923076923,120,1
60601,66,8,0,0.0673076923076923,120,1
60601,70,8,0,0.0673076923076923,120,1
60601,72,8,0,0.0673076923076923,120,1
60601,75,8,0,0.0673076923076923,120,1
60601,77,8,0,0.0673076923076923,120,1
60601,78,8,0,0.0673076923076923,120,1
60601,81,8,0,0.0673076923076923,120,1
60601,87,8,0,0.0673076923076923,120,1
60601,88,8,-1,0.06787330316742081,120,0
60601,89,8,0,0.0673076923076923,120,1
60601,93,8,0,0.0673076923076923,120,1
60601,96,8,7,0.06334841628959276,113,1
60601,98,8,1,0.0667420814479638,119,1
60601,100,8,5,0.06447963800904978,115,1
60601,101,8,0,0.0673076923076923,120,1
60601,102,8,5,0.06447963800904978,115,1
60601,103,8,0,0.0673076923076923,120,1
60601,106,8,0,0.0673076923076923,120,1
60601,109,8,0,0.0673076923076923,120,1
60601,111,8,6,0.06391402714932126,114,1
60601,112,8,0,0.0673076923076923,120,1
60601,115,8,0,0.0673076923076923,120,1
60601,117,8,0,0.0673076923076923,120,1
60601,118,8,0,0.0673076923076923,120,1
60601,120,8,0,0.0673076923076923,120,1
60601,121,8,0,0.0673076923076923,120,1
60601,122,8,0,0.0673076923076923,120,1
60601,123,8,0,0.0673076923076923,120,1
60601,124,8,0,0.0673076923076923,120,1
60601,126,8,0,0.0673076923076923,120,1
60601,127,8,0,0.0673076923076923,120,1
60602,0,8,0,0.0673076923076923,120,1
60602,2,8,0,0.0673076923076923,120,1
60602,5,8,0,0.0673076923076923,120,1
60602,7,8,0,0.0673076923076923,120,1
60602,11,8,0,0.0673076923076923,120,1
60602,12,8,8,0.06278280542986425,112,1
60602,13,8,0,0.0673076923076923,120,1
60602,16,8,0,0.0673076923076923,120,1
60602,17,8,0,0.0673076923076923,120,1
60602,18,8,0,0.0673076923076923,120,1
60602,22,8,0,0.0673076923076923,120,1
60602,24,8,0,0.0673076923076923,120,1
60602,26,8,0,0.0673076923076923,120,1
60602,27,8,0,0.0673076923076923,120,1
60602,30,8,0,0.0673076923076923,120,1
60602,32,8,0,0.0673076923076923,120,1
60602,33,8,0,0.0673076923076923,120,1
60602,35,8,8,0.06278280542986425,112,1
60602,36,8,0,0.0673076923076923,120,1
60602,38,8,0,0.0673076923076923,120,1
60602,39,8,0,0.0673076923076923,120,1
60602,42,8,0,0.0673076923076923,120,1
60602,43,8,0,0.0673076923076923,120,1
60602,44,8,0,0.0673076923076923,120,1
60602,45,8,0,0.0673076923076923,120,1
60602,46,8,0,0.0673076923076923,120,1
60602,47,8,0,0.0673076923076923,120,1
60602,49,8,0,0.0673076923076923,120,1
60602,50,8,0,0.0673076923076923,120,1
60602,52,8,0,0.0673076923076923,120,1
60602,54,8,0,0.0673076923076923,120,1
60602,56,8,0,0.0673076923076923,120,1
60602,61,8,0,0.0673076923076923,120,1
60602,62,8,0,0.0673076923076923,120,1
60602,63,8,0,0.0673076923076923,120,1
60602,65,8,0,0.0673076923076923,120,1
60602,66,8,0,0.0673076923076923,120,1
60602,67,8,0,0.0673076923076923,120,1
